19,85.1,41.7,6.5,9.7,25.8,8.1,3,5.4,12.1,13.4
16.9;79.2;38.7;6.1;9.1;23;7.5;2.7;4.9;10.8;12.5
16.7;79.6;38.4;6;8.8;23;7.3;2.7;4.8;10.5;12.3
16;75.9;37.2;5.8;8.5;22.3;7.1;2.7;4.6;10.4;12.3
15.4;74.4;35.7;5.7;8.5;22;6.9;2.5;4.5;10;11.8
15.2;72.4;35.3;5.7;8.3;21.5;6.7;2.5;4.5;9.7;11.7
15.4;72.1;35.2;5.8;8.2;21.8;6.8;2.5;4.4;9.8;11.7
15.8;74.1;35.9;5.7;8.3;21.7;6.9;2.6;4.5;9.8;12
16.2;75.5;37.3;5.9;8.8;23;7.2;2.7;4.7;10.2;12.4
17.3;82.2;39.7;6.4;9.3;23.8;7.5;2.9;5.1;11;13
18;86.1;42.4;6.7;9.7;25.5;8;3;5.2;11.7;13.8
19.1;90.6;44.7;6.9;10.2;26.9;8.6;3.2;5.5;12.1;14.6
19.7;93;45.9;7.3;10.6;27.8;8.7;3.2;5.6;12.3;14.9
19.9;94.4;46.1;7.3;10.7;28.1;8.9;3.2;5.8;12.7;15.2
20.3;94.8;46.7;7.3;10.8;28.3;8.9;3.3;5.8;12.8;15.4
20.5;95.4;46.4;7.4;10.9;28.4;9.1;3.3;5.9;12.8;15.3
20.3;95.2;47.5;7.5;10.8;28.6;8.8;3.3;5.8;12.6;15.3
20.3;96;46.9;7.4;10.9;28.4;8.9;3.3;5.9;12.6;15.3
20.7;96.9;47.1;7.5;11;28.1;9.2;3.3;5.9;13.1;15.4
20.4;95.3;46.7;7.3;11;28.4;9;3.3;6;12.7;15.3
20.1;96.6;46.6;7.6;11;28.4;9;3.3;5.9;12.9;15.4
20.2;95.9;46;7.4;10.6;28.1;9;3.2;5.8;12.7;15.5
19.6;92.9;46.4;7.3;10.7;27.5;8.8;3.2;5.7;12.5;15
19.4;94.4;46;7.2;10.5;27.9;8.8;3.2;5.6;12.4;15.1
19.2;90.3;45.4;7;10.3;27.4;8.4;3.1;5.5;12.1;14.3
18.7;90.3;43.8;7.1;10.4;26.5;8.4;3.1;5.5;11.9;14.6
18.8;88.2;43.2;6.7;10.2;25.7;8.4;3.1;5.4;12;14.1
18.6;87.4;43.1;6.9;10.2;25.9;8.4;3;5.3;12;14.2
18.7;87.4;43.6;6.8;10.1;26.3;8.5;3.1;5.5;12;14.3
19;90.5;44.5;7;10.1;26.7;8.6;3.1;5.6;12.1;14.8
19.3;93.3;45.3;7.3;10.5;27.6;8.8;3.2;5.7;12.5;14.9
19.9;94;47;7.4;10.9;27.7;9;3.3;5.7;12.6;15.1
19.9;93.8;45.7;7.1;10.6;27.8;8.7;3.2;5.9;12.5;15.1
19;90.3;44.2;7;10.3;27.1;8.5;3.2;5.5;12.1;14.5
18.3;88;43.5;7;10.2;26.3;8.3;3.1;5.4;11.8;14
18.4;87;42.1;6.6;9.8;25.3;8.1;3;5.2;11.7;13.8
18.1;85.2;41.6;6.6;9.8;25.6;8;3;5.2;11.3;13.7
18.5;89;43;6.9;10;26.1;8.3;3;5.3;11.9;14
19;88.4;43.4;6.9;10;26.7;8.6;3.1;5.4;11.9;14.4
18.7;87.8;43.1;6.8;10;25.7;8.3;3.1;5.4;11.8;14.1
18;84.6;41.4;6.7;9.5;25.3;7.9;2.9;5.3;11.3;13.4
16.9;81;38.9;6.3;9.1;23.8;7.6;2.8;4.9;10.7;12.8
16.9;80.1;38.9;6.3;9;23.5;7.4;2.7;4.9;10.6;12.6
16.4;78.2;38.7;6.1;8.9;23;7.3;2.7;4.9;10.6;12.6
16.1;75.8;37.4;5.9;8.7;22.7;7.1;2.6;4.7;10.2;12.2
15.6;73.6;36.8;5.7;8.4;21.5;6.9;2.6;4.6;9.8;12.1
15.3;72.6;35.7;5.6;8.3;21.3;6.8;2.5;4.4;9.6;11.7
15.1;74.2;35.2;5.5;8.2;21.6;6.8;2.5;4.4;9.8;11.7
15.7;72.5;36.4;5.7;8.3;21.5;6.9;2.6;4.5;10;12
15.8;76.7;37;6;8.6;22.7;7.1;2.6;4.7;10.3;12.5
16.9;80.4;39.1;6.3;9.1;23.8;7.6;2.9;5;10.7;13.1
18.2;85.1;42.6;6.6;9.6;25.4;7.9;2.9;5.2;11.5;13.6
18.9;88.7;44;7;10;26.4;8.5;3.1;5.6;12.1;14.5
19.6;92.3;44.9;7.1;10.5;27.3;8.7;3.2;5.6;12.3;14.9
19.8;92.2;45.5;7.3;10.7;27.6;8.8;3.3;5.7;12.5;14.7
20.2;95.1;46.5;7.3;10.7;27.8;9;3.3;5.8;12.6;15.1
20.6;95.7;46.9;7.2;10.7;28;8.9;3.3;5.8;12.7;15.2
20.1;94.8;45.9;7.4;10.9;28.1;8.9;3.3;5.8;13;15.5
20.3;94.1;47.5;7.4;10.8;28.6;9.1;3.3;5.8;12.6;15.4
20;95.9;47.8;7.5;10.9;28.5;8.9;3.3;5.8;12.8;15.3
20;97;47;7.5;10.9;28.4;8.9;3.3;5.9;12.7;15.3
20.3;97.2;46;7.4;10.9;28;8.9;3.3;5.9;12.7;15.3
20.3;94.2;44.9;7.2;10.8;27.9;8.8;3.3;5.9;12.9;15.3
19.1;94.4;44.4;7.2;10.8;27.6;8.6;3.2;5.7;12.4;14.8
19.5;93;45.4;7.1;10.4;27.6;8.7;3.2;5.7;12.1;15
18.9;89.3;43.8;7.1;10.2;26.6;8.4;3.1;5.3;12;14.3
18.7;88.5;43.9;6.9;10;25.8;8.3;3.1;5.5;11.9;14.1
18.4;86.3;42.4;6.8;9.8;25.9;8.1;3;5.3;11.9;13.9
17.9;85.9;42.3;6.7;9.8;25.3;8.1;3;5.3;11.5;13.8
18.5;86.7;42.3;6.8;9.9;25.5;8.2;3;5.4;11.8;13.7
18.7;90.5;43.8;7;10;26.7;8.3;3.1;5.5;11.7;14.1
19.2;90.4;44;7.1;10.2;26.7;8.5;3.2;5.5;12;14.3
19.3;93.1;45.5;7.1;10.4;27.2;8.6;3.2;5.7;12.3;14.6
19.2;92.7;45.2;7.2;10.4;27.1;8.5;3.2;5.6;12.2;14.6
18.7;89.3;43.3;7;10;26.3;8.4;3;5.4;12;14.3
18.3;88.9;42.7;6.7;9.8;26;8.2;3;5.2;11.5;13.9
18.5;85.3;41.6;6.6;9.7;25.2;7.9;2.9;5.1;11.3;13.7
17.6;83;41.1;6.6;9.5;24.9;7.9;2.9;5.3;11.4;13.4
18.5;85.6;41.9;6.6;9.9;25.4;8.1;3;5.3;11.6;14
18.7;89.7;42.6;6.9;10.2;26.8;8.3;3.1;5.4;11.7;14.1
18;88;42.9;6.7;10.2;25.6;8.1;3;5.4;11.6;14
18;85.1;41.5;6.5;9.5;25.1;8;2.9;5.2;11.1;13.7
16.5;78.7;39.7;6.1;9;23.6;7.3;2.7;4.8;10.5;12.8
16.1;77.9;38.1;6.1;8.9;22.5;7.3;2.7;4.7;10.6;12.5
16;77.7;37.1;6;8.8;22.6;7.3;2.7;4.5;10.3;12.1
15.6;74.5;36.1;5.6;8.5;22;6.8;2.6;4.4;9.9;12
15.4;71.3;34.7;5.4;8;21.6;6.8;2.5;4.4;9.4;11.5
14.5;69.9;34.5;5.5;8;20.8;6.5;2.4;4.4;9.3;11.1
14.2;69.8;33.6;5.4;7.8;20.3;6.5;2.4;4.2;9;11.2
14.6;67.9;33.5;5.3;7.8;20.2;6.5;2.4;4.2;9.2;11
14.8;70.2;33.8;5.4;7.9;20.4;6.5;2.4;4.3;9.3;11.2
15;71.5;34.9;5.6;8;20.8;6.7;2.4;4.4;9.4;11.2
15;72.9;34.5;5.7;8.1;21.4;6.8;2.5;4.4;9.6;11.7
15.8;74.9;36;5.7;8.6;21.9;6.8;2.6;4.5;9.8;11.9
15.9;75.9;37;5.9;8.7;22.3;7.1;2.6;4.6;10;12.2
16.4;79.2;38.6;6.2;8.9;23;7.5;2.7;4.8;10.5;12.8
16.9;79.5;39.9;6.3;9.1;24;7.6;2.8;5;10.7;13.3
17.4;82.9;41.1;6.5;9.6;24.6;7.8;2.9;5.1;11.1;13.2
17.6;83.9;41.1;6.5;9.7;25;7.8;3;5.1;11;13.5
17.3;82.8;41.1;6.5;9.7;25.1;7.9;2.9;5.2;11.1;13.6
17.8;85.5;41.9;6.7;9.6;24.6;7.8;2.9;5.1;11;13.6
17.9;87.4;42.5;6.7;9.9;25;8.1;3;5.3;11.2;13.7
18.3;86.1;42.3;6.9;9.8;25.7;8.2;3;5.3;11.4;13.8
18.2;85.7;42.6;6.8;9.8;25.5;8.2;3;5.2;11.5;13.9
17.6;84;41.7;6.5;9.5;24.3;7.8;2.9;5.1;11;13.4
17.2;82.3;40.2;6.3;9.6;24.9;7.7;2.8;5;11;13.3
16.8;80;39.2;6.3;9.2;23.9;7.4;2.8;4.8;10.6;13
16.6;77;38.7;6.1;8.9;23;7.3;2.7;4.8;10.6;12.6
16.5;77.4;37.5;6;8.9;22.9;7.2;2.7;4.7;10.3;12.5
16.1;77.1;36.6;6;8.8;22.6;7.2;2.7;4.6;10.2;12.3
16.1;78.1;37.2;6;8.9;22.8;7.2;2.7;4.7;10.3;12.5
16.6;78.7;39;6.1;9;23.4;7.5;2.7;4.9;10.7;13.1
16.9;81.1;40.7;6.4;9.3;23.9;7.5;2.8;4.9;11.1;13.2
17.6;84.9;40.6;6.6;9.5;24.9;7.7;2.9;5.1;11.2;13.3
17.3;83.1;41.3;6.6;9.6;25;7.9;2.9;5.1;11.2;13.6
17.6;82.4;40.1;6.3;9.3;24.4;7.9;2.8;5.1;10.6;13.5
16.8;82.2;39.6;6.3;9.1;23.5;7.6;2.8;4.9;10.7;13
16.6;79;38.5;6.3;9;23.2;7.4;2.7;4.8;10.5;12.7
16.4;78.6;38.2;6.1;8.9;23.4;7.3;2.8;4.8;10.6;12.7
16.8;80.4;39.9;6.3;9.2;23.6;7.6;2.8;4.9;10.6;13
18.1;84.2;42;6.6;9.7;25.1;8;2.9;5.3;11.2;13.7
18;83.9;40.9;6.6;9.6;25.3;7.9;2.8;5.1;11.2;13.5
16.8;81.9;40;6.4;9.4;24.4;7.6;2.8;5;10.9;13.3
16.4;75.8;37.1;6;8.8;22.7;7.3;2.6;4.6;10.2;12.3
15.7;75.7;37;5.8;8.4;22.5;7.1;2.6;4.6;10;12.2
15.6;73.4;35.8;5.8;8.5;21.9;6.8;2.5;4.6;10;12
15;72.1;35.3;5.7;8.3;21.3;6.7;2.5;4.4;9.8;11.6
14.4;69.5;33.7;5.5;7.9;20.4;6.4;2.4;4.1;9.2;11.1
13.9;68.2;32.3;5.2;7.6;19.7;6.3;2.3;4.1;8.9;10.7
13.9;63.9;32.4;5;7.6;19.2;6.1;2.3;4;8.7;10.6
13.6;65.4;31.7;5;7.3;18.9;6;2.2;3.9;8.6;10.6
13.7;66.1;32.4;5;7.6;19.3;6.1;2.3;4;8.7;10.3
13.8;65.2;32.1;5.2;7.5;19.7;6.2;2.2;4.1;8.9;10.7
13.9;66.1;32.3;5.2;7.4;19.3;6.3;2.3;4.1;8.9;10.6
13.9;67.2;32.8;5.2;7.5;19.9;6.3;2.3;4;8.9;10.7
14.2;68;33.4;5.3;7.8;20;6.4;2.3;4.1;9.1;10.9
14.9;69.7;34.5;5.5;8.1;20.8;6.7;2.4;4.3;9.3;11.3
15.5;70.9;35.4;5.4;8.2;21.4;6.7;2.5;4.5;9.4;11.7
15.7;75.3;36.5;5.9;8.5;22;6.9;2.6;4.5;10;12.1
16;76.3;37.4;5.9;8.7;22.7;7.1;2.6;4.5;10.2;12.4
16.4;78.1;37.5;6;8.9;23.1;7.3;2.7;4.7;10.4;12.6
16.8;78.7;38.5;6.1;9;23.6;7.3;2.7;4.7;10.3;12.6
16.7;80.8;39.4;6.2;9.3;23.6;7.4;2.8;4.9;10.4;12.8
17.1;80.9;40.3;6.3;9.4;24.3;7.7;2.8;5;10.9;13
17.1;82;39.6;6.3;9.3;23.8;7.6;2.8;5;10.8;13.1
16.2;79.1;38.2;6.1;8.9;23;7.3;2.6;4.7;10.3;12.7
16;76.2;36.9;5.9;8.7;22.3;7.1;2.7;4.6;10.1;12.4
15.5;73;36.8;5.7;8.4;21.8;7;2.6;4.5;9.9;11.9
15;71.6;36.1;5.6;8.2;21.4;6.8;2.5;4.4;9.6;11.7
14.8;71.4;35.4;5.6;8.3;21.2;6.6;2.5;4.4;9.4;11.6
15;69.9;34.3;5.5;8;20.9;6.6;2.4;4.3;9.5;11.5
14.9;71;34.5;5.6;8.2;20.6;6.7;2.5;4.3;9.3;11.6
15.3;73.1;35.5;5.7;8.4;21.7;7;2.6;4.5;9.7;11.8
16;75;37.3;5.9;8.6;22.1;7.1;2.6;4.6;10.2;12.2
16.7;79.4;38.7;6.2;9;23.7;7.5;2.8;4.8;10.8;12.7
16.9;81.5;39.3;6.3;9.4;23.9;7.6;2.8;4.9;10.7;12.9
17;80.2;39.8;6.4;9.3;24.2;7.5;2.9;4.9;10.8;12.8
16.5;78.5;38.9;6.2;9.3;23.1;7.6;2.8;4.8;10.7;13
16.6;79.4;39;6.1;9.2;23.6;7.3;2.7;4.8;10.4;12.7
16.5;76.9;39;6.1;9;23.1;7.3;2.7;4.8;10.5;12.6
16.7;79.1;38.4;6;9;23.4;7.4;2.7;4.8;10.7;12.7
17.7;83.8;41.8;6.6;9.7;24.1;7.8;2.9;5.2;11;13.1
17.3;82.5;39.9;6.4;9.3;24.7;7.8;2.8;5;11.1;13.2
16.9;81.2;40.4;6.3;9.2;24.1;7.6;2.8;4.8;10.8;13.2
16.1;76.4;38.2;6;8.6;22.8;7.1;2.6;4.6;10.1;12.2
15.7;73.6;36.2;5.8;8.6;22.1;7;2.6;4.6;10;12.1
15.6;73.9;36;5.8;8.4;21.8;6.8;2.6;4.5;9.8;11.8
15.2;72.6;36.2;5.8;8.3;21.6;6.8;2.5;4.4;9.6;11.5
14.5;70.4;34;5.4;7.9;20.4;6.5;2.4;4.2;9.1;11.1
14.6;68.5;34;5.3;7.8;20.1;6.5;2.3;4.2;9;11
14.1;67.3;33.4;5.3;7.8;20.5;6.4;2.4;4.1;9.1;10.8
14.2;68.6;33.2;5.3;7.9;20.2;6.4;2.3;4.2;9.1;11
14.9;70.5;35.6;5.5;8.1;21.2;6.7;2.5;4.3;9.5;11.7
15.6;75.1;36.1;5.8;8.5;22;7.1;2.6;4.5;10;11.9
16.7;80.5;39.2;6.2;9.2;23.2;7.3;2.8;4.9;10.6;12.9
17.7;84.9;41.4;6.6;9.6;24.8;8;2.9;5.2;11.4;13.8
18.6;88.3;42.9;7;10.2;25.6;8.4;3;5.4;11.8;14.2
18.8;89.5;43.9;7;10.6;26.5;8.4;3.1;5.5;12;14.4
19.4;92.6;45;7.2;10.4;27;8.6;3.1;5.6;12.4;14.5
19.4;90.9;45.5;7.2;10.7;27.2;8.9;3.2;5.7;12.3;15
19.9;93.2;45.5;7.2;10.6;27.7;8.9;3.2;5.7;12.6;14.8
19.9;94.5;46.1;7.5;10.6;27.7;8.8;3.3;5.7;12.5;15
20.1;93.2;46.3;7.5;10.6;27.8;8.6;3.3;5.7;12.6;15.2
20;94.4;46.7;7.3;10.8;28.4;8.9;3.3;5.8;12.6;15.4
20;94.4;47.2;7.3;10.7;27.9;8.9;3.4;5.7;12.4;15.2
19.9;93.7;46.9;7.4;10.9;27.9;8.9;3.2;5.9;12.5;15.4
19.4;92.2;45.7;7.3;10.6;27.5;8.7;3.2;5.7;12.2;14.8
19.6;91.2;45.1;7.2;10.5;27.5;8.6;3.2;5.6;12.2;14.8
18.9;89.2;44.9;7;10.5;27;8.6;3.1;5.6;12;14.8
18.9;89.8;44;7;10.1;27;8.5;3.1;5.4;12.1;14.3
18.7;88.3;43.6;6.9;10.1;26;8.2;3.1;5.3;11.8;14.3
18.3;87.2;42.2;6.8;10.1;26;8.1;3;5.4;11.6;13.9
18.7;87.1;43.2;6.8;9.9;25.3;8.2;3;5.3;11.4;14
18.6;88.4;42.5;6.8;10.1;26.3;8.1;3.2;5.4;11.7;14.4
19;89.7;44.2;7;10.3;26.8;8.3;3.2;5.5;12;14.5
19.4;93.3;45.6;7.3;10.8;27.7;8.6;3.3;5.7;12.4;15.3
19.8;93.3;45.8;7.3;10.7;27.5;8.8;3.2;5.7;12.4;15.2
19.2;92.2;44.5;7.2;10.4;27;8.6;3.2;5.5;12.4;14.8
18.9;89.4;43.7;7;10.3;26.8;8.2;3.1;5.4;11.8;14.5
17.6;85.8;42.4;6.7;10.1;25.6;8.2;3;5.3;11.5;13.8
17.7;85;41.1;6.6;9.7;24.9;7.9;2.9;5.2;11.4;13.8
18;85.7;41.7;6.7;9.7;24.8;7.9;3;5.2;11.1;13.6
18.6;89.1;43.4;7;10.1;26.6;8.2;3.1;5.4;11.9;14.4
18.5;89.1;43.4;6.8;10;25.4;8.2;3.1;5.4;11.7;14
18.1;85.5;42.2;6.8;9.9;25.4;8.3;2.9;5.3;11.5;13.9
17.3;83.3;39;6.4;9.2;24.3;7.7;2.9;5;10.8;12.9
16.7;77.2;38;6.2;9.1;23.7;7.3;2.7;4.8;10.4;12.7
16.1;77.7;38.2;6.1;9;22.6;7.3;2.7;4.8;10.3;12.4
16.2;77.4;38;6.1;8.9;22.5;7.1;2.7;4.7;10.3;12.5
15.8;75.1;37.2;5.8;8.5;21.9;7;2.6;4.6;9.9;12.3
15.1;72.7;35.8;5.7;8.4;21.5;6.8;2.5;4.4;9.7;11.7
14.9;72.3;35.1;5.6;8.3;21.2;6.7;2.5;4.5;9.5;11.5
15.2;72.9;35.1;5.6;8.3;21.4;6.7;2.5;4.3;9.7;11.6
15.8;73.8;36.3;5.9;8.5;22;6.9;2.6;4.5;10;12
16.3;78.2;38.3;6.1;8.8;23;7.3;2.7;4.7;10.4;12.3
17.6;80.7;40.5;6.4;9.3;24.7;7.9;2.9;5.1;11;13.2
18.5;88.5;43;6.8;10.1;26.5;8.2;3;5.4;11.6;14
19.4;91.3;45.4;7.3;10.4;27.5;8.7;3.2;5.6;12.2;14.7
19.8;90.9;45.1;7.4;10.7;27.5;8.8;3.2;5.5;12.5;14.9
19.9;94.7;46.3;7.3;10.9;28;9.1;3.2;5.8;12.6;15.4
20.2;94.9;47.2;7.5;11.2;28.6;9;3.3;5.8;12.8;15.5
19.9;96.2;47.1;7.6;11.1;28.2;8.9;3.3;5.9;12.7;15.4
20.2;97.3;47.3;7.6;11;28.3;9;3.3;5.8;12.6;15.6
20.2;95.5;46.7;7.5;11.1;28.7;8.9;3.3;5.8;12.7;15.7
20.3;97.6;47.8;7.5;11.1;28.6;9.1;3.4;5.9;12.9;15.5
20.1;96;47.8;7.4;11.1;28.3;8.9;3.3;5.9;12.8;15.2
20;96.8;46.3;7.5;11.1;28.5;9;3.3;5.8;12.9;15.7
20;95;45.9;7.5;10.7;27.7;8.8;3.3;5.8;12.7;15.5
19.8;93.3;45.7;7.3;10.8;28;8.7;3.2;5.8;12.3;15.1
19.2;92.7;45.4;7.3;10.6;27.4;8.9;3.2;5.6;12.3;14.8
19.1;91.9;44.1;7.2;10.7;26.5;8.5;3.1;5.6;12.3;14.5
18.7;91.5;43.6;6.9;10.2;26.5;8.3;3.1;5.5;11.9;14.3
18.8;89.6;43.5;7;10.2;26;8.3;3.1;5.4;11.7;14.3
18.6;87.5;43.5;6.9;10.1;26.1;8.1;3.1;5.4;11.6;14.4
18.7;89.5;44.5;7.1;10.3;26.7;8.3;3.1;5.5;11.7;14.4
19.3;90.8;44.6;7;10.5;27.4;8.6;3.1;5.6;12.1;14.7
19.8;94.3;45.7;7.4;10.9;28;8.6;3.3;5.8;12.5;15
20.4;97.3;46.2;7.4;10.8;28.5;8.9;3.3;5.8;12.8;15.3
19.4;92.6;46;7.2;10.8;27.7;8.8;3.3;5.6;12.2;14.8
19.2;89.6;44.8;7.1;10.3;26.7;8.4;3.1;5.5;12.2;14.4
18.6;90;43.1;6.9;10.2;26.1;8.3;3.1;5.3;11.8;14.1
18.1;85.7;42.7;6.8;9.9;25.7;8;3;5.3;11.4;13.7
18;85.8;41.1;6.6;10;25.3;7.8;3;5.2;11.4;14
18.8;89.2;43.7;7.1;10.1;26.7;8.4;3.1;5.4;12;14.5
18.8;88.9;42.9;6.9;10.2;26.4;8.4;3.1;5.4;11.7;14.1
18.3;86.9;42.1;7;10.1;25.9;8.2;3;5.4;11.6;14.1
17.4;82.9;40.2;6.5;9.5;24.5;7.8;2.9;5.1;10.9;13.4
16.5;80;39.1;6.2;9.2;23.8;7.5;2.7;4.9;10.5;12.8
16.8;77.7;38.5;6.1;8.9;23.5;7.3;2.8;4.7;10.5;12.8
16.6;77.7;38;6.1;9.1;23.1;7.2;2.6;4.8;10.2;12.6
15.8;75.7;36.7;5.8;8.6;22.5;6.9;2.6;4.5;10.1;12.1
15.5;74.3;36.5;5.8;8.5;21.6;6.9;2.5;4.4;9.8;11.6
14.9;72.4;35.3;5.7;8.3;21.6;6.9;2.5;4.4;9.6;11.6
15.2;72.1;35.9;5.7;8.5;21.4;6.9;2.5;4.5;9.5;11.6
15.9;72.7;37;5.9;8.6;22.5;7;2.6;4.5;9.9;11.7
16.1;76.3;37.7;6.1;8.9;23.1;7.3;2.7;4.7;10.4;12.3
17.3;82.6;39.8;6.5;9.5;24.2;7.9;2.8;5.1;10.9;13.3
18.4;87;42.7;6.9;9.9;26.2;8.3;3;5.3;11.7;14
19.1;92.8;44.5;7.1;10.4;27.2;8.7;3.2;5.5;12.2;14.7
19.8;92.5;45.6;7.4;10.8;27.7;8.8;3.2;5.8;12.4;15
20.3;94.9;46.8;7.5;11;28.5;9.1;3.4;5.7;12.7;15.4
20.3;96.1;47.2;7.5;10.9;29.1;9;3.3;5.8;12.5;15.3
20.2;95.5;47.3;7.5;11.1;28.6;9.1;3.4;5.7;13.1;15.6
20.5;96.9;48.1;7.6;11.3;28.8;9;3.4;5.9;13.1;15.6
20.5;96.8;47.4;7.6;11.3;28.2;9.1;3.3;5.9;12.8;15.7
20.6;96.5;47.5;7.7;11.4;28.4;9.3;3.3;5.9;13.2;15.7
20.3;98.3;48.6;7.6;11.2;29.4;9.1;3.4;5.9;13;15.9
20.7;99.3;47.2;7.6;11.1;29.1;9.1;3.4;5.9;12.8;15.6
20.1;95.7;46.4;7.4;11.1;29.2;8.9;3.3;5.8;12.8;15.5
19.7;94;47;7.5;10.9;28.6;8.8;3.3;5.7;12.7;15.3
19.8;92.2;46.4;7.4;10.7;27.9;8.9;3.2;5.8;12.5;15.1
19.4;92;45.7;7.2;10.3;27.5;8.5;3.2;5.5;12.4;14.5
18.8;90.2;44;7.2;10.5;26.8;8.6;3.1;5.5;11.8;14.6
18.5;90.9;44.3;7;10.2;26.7;8.4;3.1;5.5;11.9;14.6
18.3;88.9;44.5;7;10.2;26.9;8.4;3.1;5.5;12;14.4
19;90.9;44.2;7;10.1;26.8;8.4;3.1;5.5;12;14.6
19.6;92.9;45;7.2;10.7;26.8;8.5;3.2;5.6;12.2;14.8
20.4;93;46.6;7.4;10.8;28.1;8.9;3.3;5.8;12.7;15.1
20.7;94.1;47.3;7.6;11.2;28.4;8.9;3.3;5.8;12.9;15.5
19.9;92.7;47.2;7.5;10.9;28;8.8;3.2;5.6;12.6;15.3
19;91.8;45.2;7.3;10.6;27.2;8.6;3.2;5.6;12.2;14.9
19.1;89.3;44.1;6.9;10.5;26.3;8.1;3.1;5.4;11.9;14.1
18.5;86.8;42.6;6.9;9.9;25.5;8.2;3;5.3;11.6;14.2
18.1;85.3;42.6;6.8;9.8;25.6;8;3;5.3;11.4;14.1
18.7;90;44.4;7;10.3;26.6;8.3;3.1;5.4;12;14.6
18.7;90.1;43.6;6.9;10.2;26.7;8.4;3.1;5.5;11.9;14.1
18.8;88.5;44.3;7;10.2;25.9;8.3;3.1;5.5;11.7;14.3
17.8;84.7;42.7;6.8;9.8;24.9;8;2.9;5.3;11.3;13.4
17.1;80.3;39.4;6.3;9.5;24.1;7.5;2.8;4.9;10.5;12.8
16.6;78.1;38.6;6.3;9.3;23.7;7.5;2.8;4.9;10.8;12.8
16.7;77.9;39.2;6.2;9;23.4;7.3;2.7;4.7;10.4;12.8
15.9;75.1;37.5;5.9;8.9;22.9;7;2.6;4.6;10.3;12.4
15.7;73.8;36.1;5.7;8.6;22.6;7;2.5;4.6;9.9;12.1
15.5;74.2;35.6;5.7;8.4;22.1;6.8;2.6;4.5;9.6;11.8
15.5;72.2;36.6;5.7;8.5;21.7;6.9;2.5;4.4;9.7;11.7
15.6;74.7;37.1;5.7;8.5;22.3;6.9;2.6;4.7;10;12.1
16.5;78.1;38.2;6;9;23.1;7.2;2.7;4.8;10.3;12.1
17.1;81.3;39.8;6.4;9.5;24.5;7.7;2.9;5.1;10.9;13.1
17.9;86.7;42.9;6.8;10.1;26;8.1;3;5.2;11.4;14
19.5;90.8;44.2;7.2;10.4;26.7;8.5;3.2;5.7;12.2;14.7
19.4;91.8;45.5;7.2;10.9;27.5;8.7;3.2;5.7;12.4;14.7
20;94.7;46;7.5;10.8;28;8.8;3.3;5.8;12.8;15.2
20.2;97.2;47.6;7.5;10.9;28.8;8.9;3.4;6;12.5;15.5
20.4;97.6;47.3;7.5;11.2;28.6;9.1;3.4;5.9;12.8;15.5
20.4;95.9;47.7;7.5;11.2;28.5;9.1;3.4;5.8;12.7;15.2
20.6;94.4;47.6;7.5;11.2;28.3;8.9;3.4;5.9;12.6;15.3
20.6;96.8;47.6;7.6;11.3;28.5;9;3.4;5.9;13.1;15.6
20.5;96;47.7;7.6;11;28.6;9;3.4;5.9;12.8;15.7
20.6;95.1;47;7.5;11.3;28.8;8.9;3.4;6;12.8;15.5
20.2;95.3;47.8;7.5;11.1;28.4;9;3.3;5.9;12.7;15
20;94.3;47.2;7.4;10.9;28.4;9.1;3.3;5.7;12.6;15
19.9;93;47;7.4;10.9;27.6;8.7;3.2;5.7;12.5;15
19.3;90.8;44.6;7.2;10.5;27;8.8;3.2;5.7;12.2;14.7
19;90;44.3;7.1;10.3;27.1;8.4;3.1;5.5;12.1;14.3
18.8;89.1;43.7;7;10.3;26.7;8.3;3.1;5.4;11.7;14.5
18.7;89.2;43.4;6.9;10.3;26.2;8.2;3.1;5.5;12;14.4
18.7;87.7;43.5;7.1;10.4;26.7;8.2;3.1;5.4;11.8;14.4
19.3;90.3;44.5;7.3;10.5;27.4;8.4;3.1;5.6;12;14.6
19.5;93.5;45.7;7.4;10.7;27.7;8.9;3.2;5.6;12.2;14.9
20.4;95.6;47.3;7.5;11.1;28.9;9;3.3;5.9;12.6;15.4
20.2;93;46.4;7.6;10.8;28.1;8.8;3.3;5.8;12.7;15
19.4;90.3;44.7;7.3;10.6;26.6;8.5;3.2;5.5;12.1;14.7
19;87.3;43.4;7.1;10.3;26.4;8.2;3.1;5.4;11.8;14
18.6;86;43;6.7;10.2;26;8.1;3;5.3;11.5;14.1
18.2;83.1;41.7;6.8;9.9;25.7;7.9;3;5.2;11.5;13.7
18.7;87.1;44.1;7;10.2;26.5;8.3;3.1;5.4;11.7;14.1
19.4;88.7;44.1;7;10.3;26.6;8.3;3.1;5.5;11.9;14.7
18.8;86.6;43.6;6.9;10.1;26.2;8.2;3.1;5.4;11.9;14.3
18;84.7;41.8;6.7;9.9;25.2;8;3;5.2;11.4;13.7
17.1;79.8;39.7;6.3;9.4;24;7.5;2.8;4.9;10.6;13.1
16.9;80.5;39.3;6.4;9.1;23.8;7.6;2.8;4.9;10.6;12.8
16.9;79.8;38.4;6.1;9.2;23.4;7.4;2.7;4.8;10.4;12.8
16.4;77.6;37.8;6.1;8.9;22.5;7.2;2.6;4.7;10;12.2
15.7;72.8;36.7;5.9;8.5;22.1;7;2.6;4.6;9.9;12.2
